AAPL (APPLE INC),109.80,-0.03,
Nov 04 2016 @ 14:35 ET,Bid,109.79,Ask,109.80,Size,13x6,Vol,20523482,
Calls,Last Sale,Net,Bid,Ask,Vol,Open Int,Puts,Last Sale,Net,Bid,Ask,Vol,Open Int,
17 Mar 75.00 (AAPL1717C75-Y),22.33,0.0,34.95,35.65,0,250,17 Mar 75.00 (AAPL1717O75-Y),1.00,0.0,0.27,0.33,0,2684,
17 Mar 80.00 (AAPL1717C80),33.90,0.0,30.15,30.80,0,205,17 Mar 80.00 (AAPL1717O80),0.40,0.0,0.42,0.43,0,3423,
17 Mar 80.00 (AAPL1717C80-3),19.30,0.0,30.15,30.80,0,205,17 Mar 80.00 (AAPL1717O80-3),0.27,0.0,0.42,0.44,0,3423,
17 Mar 80.00 (AAPL1717C80-4),34.25,0.0,30.15,30.80,0,205,17 Mar 80.00 (AAPL1717O80-4),0.25,0.0,0.42,0.44,0,3423,
17 Mar 80.00 (AAPL1717C80-8),36.42,0.0,30.15,30.80,0,205,17 Mar 80.00 (AAPL1717O80-8),0.38,0.0,0.37,0.59,0,3423,
17 Mar 80.00 (AAPL1717C80-A),37.34,0.0,30.15,30.80,0,205,17 Mar 80.00 (AAPL1717O80-A),0.25,0.0,0.42,0.44,0,3423,
17 Mar 80.00 (AAPL1717C80-B),37.35,0.0,30.15,30.80,0,205,17 Mar 80.00 (AAPL1717O80-B),0.35,0.0,0.38,0.44,0,3423,
17 Mar 80.00 (AAPL1717C80-E),37.50,0.0,30.10,30.80,0,205,17 Mar 80.00 (AAPL1717O80-E),0.22,0.0,0.42,0.44,0,3423,
17 Mar 80.00 (AAPL1717C80-I),33.60,0.0,30.15,30.80,0,205,17 Mar 80.00 (AAPL1717O80-I),0.30,0.0,0.42,0.43,0,3423,
17 Mar 80.00 (AAPL1717C80-J),18.10,0.0,30.10,30.80,0,205,17 Mar 80.00 (AAPL1717O80-J),0.31,0.0,0.24,0.46,0,3423,
17 Mar 80.00 (AAPL1717C80-K),0.0,0.0,28.50,31.80,0,205,17 Mar 80.00 (AAPL1717O80-K),1.43,0.0,0.41,0.49,0,3423,
17 Mar 80.00 (AAPL1717C80-O),34.75,0.0,30.15,30.80,0,205,17 Mar 80.00 (AAPL1717O80-O),0.23,0.0,0.37,0.50,0,3423,
17 Mar 80.00 (AAPL1717C80-P),33.90,0.0,30.15,30.80,0,205,17 Mar 80.00 (AAPL1717O80-P),0.40,0.0,0.42,0.43,0,3423,
17 Mar 80.00 (AAPL1717C80-S),36.50,0.0,30.15,30.80,0,205,17 Mar 80.00 (AAPL1717O80-S),0.32,0.0,0.38,1.54,0,3423,
17 Mar 80.00 (AAPL1717C80-X),33.08,0.0,30.15,30.80,0,205,17 Mar 80.00 (AAPL1717O80-X),0.36,0.0,0.41,0.46,0,3423,
17 Mar 80.00 (AAPL1717C80-Y),29.10,0.0,30.15,30.80,0,205,17 Mar 80.00 (AAPL1717O80-Y),0.72,0.0,0.42,0.50,0,3423,
17 Mar 82.50 (AAPL1717C82.5),25.00,0.0,27.75,28.40,0,324,17 Mar 82.50 (AAPL1717O82.5),0.50,0.0,0.53,0.55,0,346,
17 Mar 82.50 (AAPL1717C82.5-3),0.0,0.0,27.70,28.40,0,324,17 Mar 82.50 (AAPL1717O82.5-3),0.33,0.0,0.53,0.55,0,346,
17 Mar 82.50 (AAPL1717C82.5-4),25.40,0.0,27.75,28.40,0,324,17 Mar 82.50 (AAPL1717O82.5-4),0.30,0.0,0.53,0.56,0,346,
17 Mar 82.50 (AAPL1717C82.5-8),18.85,0.0,27.75,28.40,0,324,17 Mar 82.50 (AAPL1717O82.5-8),0.44,0.0,0.53,0.91,0,346,
17 Mar 82.50 (AAPL1717C82.5-A),15.30,0.0,0.0,0.0,0,324,17 Mar 82.50 (AAPL1717O82.5-A),0.97,0.0,0.53,0.57,0,346,
17 Mar 82.50 (AAPL1717C82.5-B),0.0,0.0,27.75,28.40,0,324,17 Mar 82.50 (AAPL1717O82.5-B),0.61,0.0,0.52,0.57,0,346,
17 Mar 82.50 (AAPL1717C82.5-E),18.85,0.0,27.70,28.40,0,324,17 Mar 82.50 (AAPL1717O82.5-E),0.30,0.0,0.53,0.57,0,346,
17 Mar 82.50 (AAPL1717C82.5-I),16.10,0.0,27.75,28.40,0,324,17 Mar 82.50 (AAPL1717O82.5-I),0.35,0.0,0.53,0.55,0,346,
17 Mar 82.50 (AAPL1717C82.5-J),0.0,0.0,27.75,28.40,0,324,17 Mar 82.50 (AAPL1717O82.5-J),0.0,0.0,0.53,0.56,0,346,
17 Mar 82.50 (AAPL1717C82.5-K),0.0,0.0,25.80,30.35,0,324,17 Mar 82.50 (AAPL1717O82.5-K),0.0,0.0,0.53,0.61,0,346,
17 Mar 82.50 (AAPL1717C82.5-O),25.00,0.0,27.75,28.40,0,324,17 Mar 82.50 (AAPL1717O82.5-O),0.50,0.0,0.49,0.62,0,346,
17 Mar 82.50 (AAPL1717C82.5-P),13.50,0.0,0.0,0.0,0,324,17 Mar 82.50 (AAPL1717O82.5-P),0.31,0.0,0.53,0.60,0,346,
17 Mar 82.50 (AAPL1717C82.5-S),15.60,0.0,27.75,28.40,0,324,17 Mar 82.50 (AAPL1717O82.5-S),0.77,0.0,0.53,0.55,0,346,
17 Mar 82.50 (AAPL1717C82.5-X),27.53,0.0,27.75,28.40,0,324,17 Mar 82.50 (AAPL1717O82.5-X),0.68,0.0,0.53,0.56,0,346,
17 Mar 82.50 (AAPL1717C82.5-Y),0.0,0.0,27.75,28.40,0,324,17 Mar 82.50 (AAPL1717O82.5-Y),0.31,0.0,0.53,0.55,0,346,
17 Mar 85.00 (AAPL1717C85),25.72,0.0,25.45,26.05,0,708,17 Mar 85.00 (AAPL1717O85),0.68,+0.08,0.68,0.69,26,2306,
17 Mar 85.00 (AAPL1717C85-3),11.60,0.0,25.45,26.05,0,708,17 Mar 85.00 (AAPL1717O85-3),0.69,-0.68,0.67,0.69,1,2306,
17 Mar 85.00 (AAPL1717C85-4),27.95,0.0,25.40,26.05,0,708,17 Mar 85.00 (AAPL1717O85-4),0.44,0.0,0.67,0.70,0,2306,
17 Mar 85.00 (AAPL1717C85-8),25.72,0.0,25.45,26.05,0,708,17 Mar 85.00 (AAPL1717O85-8),0.80,0.0,0.64,0.91,0,2306,
17 Mar 85.00 (AAPL1717C85-A),28.40,0.0,25.45,26.05,0,708,17 Mar 85.00 (AAPL1717O85-A),0.60,0.0,0.67,0.70,0,2306,
17 Mar 85.00 (AAPL1717C85-B),32.54,0.0,25.40,26.05,0,708,17 Mar 85.00 (AAPL1717O85-B),0.60,0.0,0.63,0.70,0,2306,
17 Mar 85.00 (AAPL1717C85-E),29.40,0.0,25.35,26.05,0,708,17 Mar 85.00 (AAPL1717O85-E),0.68,+0.05,0.67,0.70,25,2306,
17 Mar 85.00 (AAPL1717C85-I),33.00,0.0,25.40,26.05,0,708,17 Mar 85.00 (AAPL1717O85-I),0.50,0.0,0.68,0.69,0,2306,
17 Mar 85.00 (AAPL1717C85-J),23.70,0.0,25.35,26.05,0,708,17 Mar 85.00 (AAPL1717O85-J),0.54,0.0,0.67,0.70,0,2306,
17 Mar 85.00 (AAPL1717C85-K),0.0,0.0,23.60,27.05,0,708,17 Mar 85.00 (AAPL1717O85-K),0.0,0.0,0.67,0.78,0,2306,
17 Mar 85.00 (AAPL1717C85-O),28.00,0.0,25.40,26.05,0,708,17 Mar 85.00 (AAPL1717O85-O),0.50,0.0,0.64,0.77,0,2306,
17 Mar 85.00 (AAPL1717C85-P),26.80,0.0,25.45,26.05,0,708,17 Mar 85.00 (AAPL1717O85-P),0.90,0.0,0.68,0.70,0,2306,
17 Mar 85.00 (AAPL1717C85-S),18.05,0.0,25.35,26.05,0,708,17 Mar 85.00 (AAPL1717O85-S),0.67,0.0,0.65,0.70,0,2306,
17 Mar 85.00 (AAPL1717C85-X),28.66,0.0,25.40,26.05,0,708,17 Mar 85.00 (AAPL1717O85-X),0.44,0.0,0.67,0.70,0,2306,
17 Mar 85.00 (AAPL1717C85-Y),26.83,0.0,25.40,26.05,0,708,17 Mar 85.00 (AAPL1717O85-Y),0.50,0.0,0.68,0.76,0,2306,
17 Mar 87.50 (AAPL1717C87.5),24.37,0.0,23.05,23.65,0,366,17 Mar 87.50 (AAPL1717O87.5),0.91,+0.01,0.86,0.88,18,1427,
17 Mar 87.50 (AAPL1717C87.5-3),14.90,0.0,23.05,23.65,0,366,17 Mar 87.50 (AAPL1717O87.5-3),0.81,0.0,0.86,0.88,0,1427,
17 Mar 87.50 (AAPL1717C87.5-4),17.70,0.0,23.05,23.65,0,366,17 Mar 87.50 (AAPL1717O87.5-4),0.90,0.0,0.86,0.89,0,1427,
17 Mar 87.50 (AAPL1717C87.5-8),24.37,0.0,23.05,23.65,0,366,17 Mar 87.50 (AAPL1717O87.5-8),0.91,0.0,0.86,1.07,0,1427,
17 Mar 87.50 (AAPL1717C87.5-A),21.10,0.0,23.00,23.65,0,366,17 Mar 87.50 (AAPL1717O87.5-A),1.06,+0.35,0.86,0.89,11,1427,
17 Mar 87.50 (AAPL1717C87.5-B),13.37,0.0,23.05,23.65,0,366,17 Mar 87.50 (AAPL1717O87.5-B),0.91,+0.08,0.84,0.89,2,1427,
17 Mar 87.50 (AAPL1717C87.5-E),19.90,0.0,23.00,23.65,0,366,17 Mar 87.50 (AAPL1717O87.5-E),0.47,0.0,0.86,0.89,0,1427,
17 Mar 87.50 (AAPL1717C87.5-I),27.85,0.0,23.05,23.65,0,366,17 Mar 87.50 (AAPL1717O87.5-I),0.94,+0.44,0.86,0.88,5,1427,
17 Mar 87.50 (AAPL1717C87.5-J),19.90,0.0,23.05,23.65,0,366,17 Mar 87.50 (AAPL1717O87.5-J),2.32,0.0,0.86,0.91,0,1427,
17 Mar 87.50 (AAPL1717C87.5-K),0.0,0.0,21.30,24.65,0,366,17 Mar 87.50 (AAPL1717O87.5-K),0.0,0.0,0.85,1.07,0,1427,
17 Mar 87.50 (AAPL1717C87.5-O),29.45,0.0,23.00,23.65,0,366,17 Mar 87.50 (AAPL1717O87.5-O),0.58,0.0,0.84,0.96,0,1427,
17 Mar 87.50 (AAPL1717C87.5-P),18.70,0.0,23.05,23.65,0,366,17 Mar 87.50 (AAPL1717O87.5-P),0.83,0.0,0.86,0.88,0,1427,
17 Mar 87.50 (AAPL1717C87.5-S),11.65,0.0,23.05,23.65,0,366,17 Mar 87.50 (AAPL1717O87.5-S),1.73,0.0,0.86,0.88,0,1427,
17 Mar 87.50 (AAPL1717C87.5-X),19.73,0.0,23.05,23.65,0,366,17 Mar 87.50 (AAPL1717O87.5-X),0.63,0.0,0.86,0.90,0,1427,
17 Mar 87.50 (AAPL1717C87.5-Y),0.0,0.0,23.05,23.65,0,366,17 Mar 87.50 (AAPL1717O87.5-Y),0.76,0.0,0.86,0.88,0,1427,
17 Mar 90.00 (AAPL1717C90),20.78,-0.42,20.85,21.10,1,1624,17 Mar 90.00 (AAPL1717O90),1.10,-0.03,1.10,1.12,39,4534,
17 Mar 90.00 (AAPL1717C90-3),25.00,0.0,20.85,21.10,0,1624,17 Mar 90.00 (AAPL1717O90-3),0.96,0.0,1.09,1.12,0,4534,
17 Mar 90.00 (AAPL1717C90-4),21.20,0.0,20.85,21.10,0,1624,17 Mar 90.00 (AAPL1717O90-4),1.13,0.0,1.09,1.12,0,4534,
17 Mar 90.00 (AAPL1717C90-8),23.54,0.0,20.85,21.10,0,1624,17 Mar 90.00 (AAPL1717O90-8),1.09,+0.34,1.03,1.29,5,4534,
17 Mar 90.00 (AAPL1717C90-A),27.83,0.0,20.85,21.10,0,1624,17 Mar 90.00 (AAPL1717O90-A),1.10,+0.35,1.09,1.12,2,4534,
17 Mar 90.00 (AAPL1717C90-B),20.78,-7.07,20.85,21.10,1,1624,17 Mar 90.00 (AAPL1717O90-B),0.72,0.0,1.05,1.12,0,4534,
17 Mar 90.00 (AAPL1717C90-E),25.86,0.0,20.85,21.10,0,1624,17 Mar 90.00 (AAPL1717O90-E),1.02,0.0,1.09,1.12,0,4534,
17 Mar 90.00 (AAPL1717C90-I),25.45,0.0,20.85,21.10,0,1624,17 Mar 90.00 (AAPL1717O90-I),1.15,+0.04,1.09,1.12,1,4534,
17 Mar 90.00 (AAPL1717C90-J),10.84,0.0,20.85,21.10,0,1624,17 Mar 90.00 (AAPL1717O90-J),0.98,0.0,1.09,1.65,0,4534,
17 Mar 90.00 (AAPL1717C90-K),0.0,0.0,20.85,21.10,0,1624,17 Mar 90.00 (AAPL1717O90-K),0.0,0.0,0.85,1.35,0,4534,
17 Mar 90.00 (AAPL1717C90-O),25.50,0.0,20.85,21.10,0,1624,17 Mar 90.00 (AAPL1717O90-O),1.15,0.0,1.08,1.20,0,4534,
17 Mar 90.00 (AAPL1717C90-P),22.35,0.0,20.85,21.10,0,1624,17 Mar 90.00 (AAPL1717O90-P),1.10,0.0,1.09,1.12,0,4534,
17 Mar 90.00 (AAPL1717C90-S),19.80,0.0,20.85,21.10,0,1624,17 Mar 90.00 (AAPL1717O90-S),1.00,0.0,1.07,1.12,0,4534,
17 Mar 90.00 (AAPL1717C90-X),24.09,0.0,20.85,21.10,0,1624,17 Mar 90.00 (AAPL1717O90-X),1.20,+0.17,1.09,1.13,31,4534,
17 Mar 90.00 (AAPL1717C90-Y),27.74,0.0,20.85,21.10,0,1624,17 Mar 90.00 (AAPL1717O90-Y),1.11,0.0,1.06,1.12,0,4534,
17 Mar 92.50 (AAPL1717C92.5),18.33,-1.83,18.60,19.10,7,551,17 Mar 92.50 (AAPL1717O92.5),1.36,+0.24,1.39,1.41,27,2342,
17 Mar 92.50 (AAPL1717C92.5-3),18.90,0.0,18.60,19.10,0,551,17 Mar 92.50 (AAPL1717O92.5-3),1.42,0.0,1.32,1.41,0,2342,
17 Mar 92.50 (AAPL1717C92.5-4),24.45,0.0,18.60,19.10,0,551,17 Mar 92.50 (AAPL1717O92.5-4),1.59,+0.47,1.36,1.42,1,2342,
17 Mar 92.50 (AAPL1717C92.5-8),18.33,-1.83,18.60,19.10,7,551,17 Mar 92.50 (AAPL1717O92.5-8),1.36,+0.34,1.36,1.57,13,2342,
17 Mar 92.50 (AAPL1717C92.5-A),25.90,0.0,18.60,19.10,0,551,17 Mar 92.50 (AAPL1717O92.5-A),1.41,0.0,1.39,1.42,0,2342,
17 Mar 92.50 (AAPL1717C92.5-B),25.75,0.0,18.60,19.10,0,551,17 Mar 92.50 (AAPL1717O92.5-B),0.71,0.0,1.36,1.43,0,2342,
17 Mar 92.50 (AAPL1717C92.5-E),22.57,0.0,18.60,19.10,0,551,17 Mar 92.50 (AAPL1717O92.5-E),0.97,0.0,1.36,1.42,0,2342,
17 Mar 92.50 (AAPL1717C92.5-I),21.20,0.0,18.60,19.10,0,551,17 Mar 92.50 (AAPL1717O92.5-I),1.59,+0.59,1.39,1.41,2,2342,
17 Mar 92.50 (AAPL1717C92.5-J),25.05,0.0,18.60,19.10,0,551,17 Mar 92.50 (AAPL1717O92.5-J),1.53,0.0,1.36,1.43,0,2342,
17 Mar 92.50 (AAPL1717C92.5-K),7.75,0.0,18.60,19.10,0,551,17 Mar 92.50 (AAPL1717O92.5-K),9.50,0.0,1.39,1.66,0,2342,
17 Mar 92.50 (AAPL1717C92.5-O),21.55,0.0,18.60,19.10,0,551,17 Mar 92.50 (AAPL1717O92.5-O),1.00,0.0,1.39,1.44,0,2342,
17 Mar 92.50 (AAPL1717C92.5-P),25.05,0.0,18.60,19.10,0,551,17 Mar 92.50 (AAPL1717O92.5-P),1.03,0.0,1.39,1.43,0,2342,
17 Mar 92.50 (AAPL1717C92.5-S),9.40,0.0,18.60,19.10,0,551,17 Mar 92.50 (AAPL1717O92.5-S),0.84,0.0,1.36,1.43,0,2342,
17 Mar 92.50 (AAPL1717C92.5-X),25.58,0.0,18.60,19.10,0,551,17 Mar 92.50 (AAPL1717O92.5-X),1.45,+0.47,1.36,1.42,11,2342,
17 Mar 92.50 (AAPL1717C92.5-Y),9.60,0.0,18.60,19.10,0,551,17 Mar 92.50 (AAPL1717O92.5-Y),0.80,0.0,1.35,1.41,0,2342,
17 Mar 95.00 (AAPL1717C95),16.86,-0.94,16.50,16.70,25,2486,17 Mar 95.00 (AAPL1717O95),1.76,-0.01,1.76,1.78,201,7237,
17 Mar 95.00 (AAPL1717C95-3),16.70,0.0,16.50,16.70,0,2486,17 Mar 95.00 (AAPL1717O95-3),1.46,0.0,1.76,1.79,0,7237,
17 Mar 95.00 (AAPL1717C95-4),17.90,0.0,16.50,16.70,0,2486,17 Mar 95.00 (AAPL1717O95-4),1.70,0.0,1.74,1.80,0,7237,
17 Mar 95.00 (AAPL1717C95-8),16.86,-2.62,16.50,16.70,9,2486,17 Mar 95.00 (AAPL1717O95-8),0.96,0.0,1.73,1.93,0,7237,
17 Mar 95.00 (AAPL1717C95-A),16.14,-1.58,16.50,16.70,11,2486,17 Mar 95.00 (AAPL1717O95-A),1.58,0.0,1.76,1.80,0,7237,
17 Mar 95.00 (AAPL1717C95-B),17.80,0.0,16.50,16.70,0,2486,17 Mar 95.00 (AAPL1717O95-B),1.17,0.0,1.71,1.81,0,7237,
17 Mar 95.00 (AAPL1717C95-E),15.61,-7.46,16.50,16.70,5,2486,17 Mar 95.00 (AAPL1717O95-E),1.76,+0.22,1.74,1.80,25,7237,
17 Mar 95.00 (AAPL1717C95-I),19.50,0.0,16.50,16.70,0,2486,17 Mar 95.00 (AAPL1717O95-I),1.76,-0.01,1.76,1.78,174,7237,
17 Mar 95.00 (AAPL1717C95-J),19.95,0.0,16.50,16.70,0,2486,17 Mar 95.00 (AAPL1717O95-J),1.02,0.0,1.75,1.83,0,7237,
17 Mar 95.00 (AAPL1717C95-K),7.70,0.0,16.50,16.70,0,2486,17 Mar 95.00 (AAPL1717O95-K),3.60,0.0,1.72,2.31,0,7237,
17 Mar 95.00 (AAPL1717C95-O),19.55,0.0,16.50,16.70,0,2486,17 Mar 95.00 (AAPL1717O95-O),1.56,0.0,1.75,1.79,0,7237,
17 Mar 95.00 (AAPL1717C95-P),19.55,0.0,16.50,16.70,0,2486,17 Mar 95.00 (AAPL1717O95-P),1.76,+0.24,1.76,1.80,1,7237,
17 Mar 95.00 (AAPL1717C95-S),7.05,0.0,16.45,16.70,0,2486,17 Mar 95.00 (AAPL1717O95-S),1.76,+0.39,1.73,1.95,1,7237,
17 Mar 95.00 (AAPL1717C95-X),19.47,0.0,16.50,16.70,0,2486,17 Mar 95.00 (AAPL1717O95-X),0.94,0.0,1.74,1.81,0,7237,
17 Mar 95.00 (AAPL1717C95-Y),21.49,0.0,16.50,16.70,0,2486,17 Mar 95.00 (AAPL1717O95-Y),1.44,0.0,1.76,1.78,0,7237,
17 Mar 97.50 (AAPL1717C97.5),14.80,-0.70,14.45,14.75,9,2532,17 Mar 97.50 (AAPL1717O97.5),2.22,-0.06,2.22,2.25,46,2995,
17 Mar 97.50 (AAPL1717C97.5-3),7.55,0.0,14.45,14.75,0,2532,17 Mar 97.50 (AAPL1717O97.5-3),1.31,0.0,2.22,2.25,0,2995,
17 Mar 97.50 (AAPL1717C97.5-4),20.78,0.0,14.45,14.75,0,2532,17 Mar 97.50 (AAPL1717O97.5-4),1.41,0.0,2.20,2.26,0,2995,
17 Mar 97.50 (AAPL1717C97.5-8),14.80,-6.10,14.45,14.75,9,2532,17 Mar 97.50 (AAPL1717O97.5-8),2.22,+0.76,2.15,2.38,5,2995,
17 Mar 97.50 (AAPL1717C97.5-A),15.07,0.0,14.45,14.75,0,2532,17 Mar 97.50 (AAPL1717O97.5-A),1.42,0.0,2.20,2.26,0,2995,
17 Mar 97.50 (AAPL1717C97.5-B),21.42,0.0,14.40,14.75,0,2532,17 Mar 97.50 (AAPL1717O97.5-B),1.64,0.0,2.12,2.28,0,2995,
17 Mar 97.50 (AAPL1717C97.5-E),18.34,0.0,14.45,14.75,0,2532,17 Mar 97.50 (AAPL1717O97.5-E),1.32,0.0,2.20,2.26,0,2995,
17 Mar 97.50 (AAPL1717C97.5-I),15.50,0.0,14.45,14.75,0,2532,17 Mar 97.50 (AAPL1717O97.5-I),2.22,-0.06,2.22,2.25,41,2995,
17 Mar 97.50 (AAPL1717C97.5-J),10.50,0.0,14.45,14.75,0,2532,17 Mar 97.50 (AAPL1717O97.5-J),2.23,0.0,1.40,2.28,0,2995,
17 Mar 97.50 (AAPL1717C97.5-K),0.0,0.0,14.45,14.75,0,2532,17 Mar 97.50 (AAPL1717O97.5-K),3.99,0.0,1.78,2.82,0,2995,
17 Mar 97.50 (AAPL1717C97.5-O),15.69,0.0,14.45,14.75,0,2532,17 Mar 97.50 (AAPL1717O97.5-O),1.96,0.0,2.20,2.25,0,2995,
17 Mar 97.50 (AAPL1717C97.5-P),17.20,0.0,14.40,14.75,0,2532,17 Mar 97.50 (AAPL1717O97.5-P),1.95,0.0,2.22,2.28,0,2995,
17 Mar 97.50 (AAPL1717C97.5-S),10.20,0.0,14.45,14.75,0,2532,17 Mar 97.50 (AAPL1717O97.5-S),7.50,0.0,2.22,3.40,0,2995,
17 Mar 97.50 (AAPL1717C97.5-X),20.70,0.0,14.45,14.75,0,2532,17 Mar 97.50 (AAPL1717O97.5-X),2.02,0.0,2.21,2.27,0,2995,
17 Mar 97.50 (AAPL1717C97.5-Y),10.30,0.0,14.45,14.75,0,2532,17 Mar 97.50 (AAPL1717O97.5-Y),2.30,0.0,2.22,2.25,0,2995,
17 Mar 100.00 (AAPL1717C100),12.60,-0.09,12.50,12.65,10,13845,17 Mar 100.00 (AAPL1717O100),2.78,-0.13,2.79,2.81,213,14867,
17 Mar 100.00 (AAPL1717C100-3),12.85,0.0,12.50,12.65,0,13845,17 Mar 100.00 (AAPL1717O100-3),2.54,0.0,2.79,2.85,0,14867,
17 Mar 100.00 (AAPL1717C100-4),12.60,-0.20,12.50,12.65,1,13845,17 Mar 100.00 (AAPL1717O100-4),2.91,0.0,2.77,2.84,0,14867,
17 Mar 100.00 (AAPL1717C100-8),11.92,-0.77,12.50,12.65,1,13845,17 Mar 100.00 (AAPL1717O100-8),3.25,+0.41,2.77,2.86,4,14867,
17 Mar 100.00 (AAPL1717C100-A),12.61,0.0,12.50,12.65,0,13845,17 Mar 100.00 (AAPL1717O100-A),2.79,+0.01,2.77,2.84,16,14867,
17 Mar 100.00 (AAPL1717C100-B),13.72,0.0,12.50,12.65,0,13845,17 Mar 100.00 (AAPL1717O100-B),2.78,+0.26,2.71,2.85,4,14867,
17 Mar 100.00 (AAPL1717C100-E),12.49,-0.21,12.50,12.65,2,13845,17 Mar 100.00 (AAPL1717O100-E),2.98,+0.47,2.77,2.84,4,14867,
17 Mar 100.00 (AAPL1717C100-I),11.85,-1.35,12.50,12.65,5,13845,17 Mar 100.00 (AAPL1717O100-I),2.76,-0.10,2.79,2.81,104,14867,
17 Mar 100.00 (AAPL1717C100-J),10.58,0.0,12.50,12.65,0,13845,17 Mar 100.00 (AAPL1717O100-J),2.93,0.0,2.63,2.82,0,14867,
17 Mar 100.00 (AAPL1717C100-K),19.50,0.0,12.50,12.65,0,13845,17 Mar 100.00 (AAPL1717O100-K),0.0,0.0,2.79,3.50,0,14867,
17 Mar 100.00 (AAPL1717C100-O),13.15,0.0,12.50,12.65,0,13845,17 Mar 100.00 (AAPL1717O100-O),2.82,+0.09,2.79,2.83,21,14867,
17 Mar 100.00 (AAPL1717C100-P),13.45,0.0,12.45,12.65,0,13845,17 Mar 100.00 (AAPL1717O100-P),2.82,+0.05,2.75,2.86,5,14867,
17 Mar 100.00 (AAPL1717C100-S),11.75,-4.50,12.50,12.65,1,13845,17 Mar 100.00 (AAPL1717O100-S),2.82,+1.07,2.77,2.88,22,14867,
17 Mar 100.00 (AAPL1717C100-X),13.73,0.0,12.50,12.65,0,13845,17 Mar 100.00 (AAPL1717O100-X),2.53,0.0,2.77,2.84,0,14867,
17 Mar 100.00 (AAPL1717C100-Y),18.73,0.0,12.50,12.65,0,13845,17 Mar 100.00 (AAPL1717O100-Y),2.82,+0.24,2.79,2.87,33,14867,
17 Mar 105.00 (AAPL1717C105),9.15,+0.15,9.00,9.15,23,4263,17 Mar 105.00 (AAPL1717O105),4.35,-0.05,4.25,4.40,67,5150,
17 Mar 105.00 (AAPL1717C105-3),11.95,0.0,9.00,9.15,0,4263,17 Mar 105.00 (AAPL1717O105-3),3.75,0.0,4.25,4.40,0,5150,
17 Mar 105.00 (AAPL1717C105-4),9.15,+0.15,9.00,9.15,1,4263,17 Mar 105.00 (AAPL1717O105-4),4.62,+0.92,4.25,4.40,8,5150,
17 Mar 105.00 (AAPL1717C105-8),9.50,0.0,9.00,9.15,0,4263,17 Mar 105.00 (AAPL1717O105-8),4.59,+0.25,4.25,4.40,5,5150,
17 Mar 105.00 (AAPL1717C105-A),11.50,0.0,9.00,9.15,0,4263,17 Mar 105.00 (AAPL1717O105-A),3.80,0.0,4.25,4.40,0,5150,
17 Mar 105.00 (AAPL1717C105-B),11.05,0.0,9.00,9.15,0,4263,17 Mar 105.00 (AAPL1717O105-B),3.75,0.0,4.25,4.40,0,5150,
17 Mar 105.00 (AAPL1717C105-E),8.65,-1.29,9.00,9.15,4,4263,17 Mar 105.00 (AAPL1717O105-E),4.29,-0.11,4.25,4.40,17,5150,
17 Mar 105.00 (AAPL1717C105-I),9.25,-0.55,9.00,9.15,5,4263,17 Mar 105.00 (AAPL1717O105-I),4.60,+0.30,4.25,4.40,2,5150,
17 Mar 105.00 (AAPL1717C105-J),11.30,0.0,9.00,9.15,0,4263,17 Mar 105.00 (AAPL1717O105-J),3.75,0.0,4.25,4.40,0,5150,
17 Mar 105.00 (AAPL1717C105-K),0.0,0.0,9.00,9.15,0,4263,17 Mar 105.00 (AAPL1717O105-K),4.00,0.0,4.25,4.40,0,5150,
17 Mar 105.00 (AAPL1717C105-O),9.15,-0.25,9.00,9.15,8,4263,17 Mar 105.00 (AAPL1717O105-O),4.75,+0.75,4.25,4.40,10,5150,
17 Mar 105.00 (AAPL1717C105-P),8.45,-1.40,8.95,9.15,5,4263,17 Mar 105.00 (AAPL1717O105-P),4.45,+0.10,4.25,4.40,1,5150,
17 Mar 105.00 (AAPL1717C105-S),14.35,0.0,8.95,9.15,0,4263,17 Mar 105.00 (AAPL1717O105-S),2.66,0.0,4.25,4.40,0,5150,
17 Mar 105.00 (AAPL1717C105-X),9.45,0.0,9.00,9.15,0,4263,17 Mar 105.00 (AAPL1717O105-X),4.35,+0.40,4.25,4.40,24,5150,
17 Mar 105.00 (AAPL1717C105-Y),9.80,0.0,9.00,9.15,0,4263,17 Mar 105.00 (AAPL1717O105-Y),3.84,0.0,4.25,4.40,0,5150,
17 Mar 110.00 (AAPL1717C110),6.20,-0.02,6.10,6.25,358,12087,17 Mar 110.00 (AAPL1717O110),6.34,-0.16,6.40,6.55,48,13075,
17 Mar 110.00 (AAPL1717C110-3),10.95,0.0,6.10,6.25,0,12087,17 Mar 110.00 (AAPL1717O110-3),4.80,0.0,6.40,6.55,0,13075,
17 Mar 110.00 (AAPL1717C110-4),6.00,-0.35,6.10,6.25,5,12087,17 Mar 110.00 (AAPL1717O110-4),5.60,0.0,6.40,6.55,0,13075,
17 Mar 110.00 (AAPL1717C110-8),5.77,-0.58,6.10,6.25,1,12087,17 Mar 110.00 (AAPL1717O110-8),6.34,-0.04,6.40,6.55,13,13075,
17 Mar 110.00 (AAPL1717C110-A),5.80,-0.70,6.10,6.25,2,12087,17 Mar 110.00 (AAPL1717O110-A),5.55,0.0,6.40,6.55,0,13075,
17 Mar 110.00 (AAPL1717C110-B),6.18,0.0,6.10,6.25,0,12087,17 Mar 110.00 (AAPL1717O110-B),5.67,0.0,6.40,6.55,0,13075,
