,Puts,Bid.1,Ask.1,Vol.1,Expiration,Strike
3921,16 Dec 114.00 (AAPL1609X114-E),5.30,5.50,16,365.0,114.0
3930,16 Dec 115.00 (AAPL1609X115),6.05,6.20,11,365.0,115.0
3941,16 Dec 115.00 (AAPL1609X115-P),6.05,6.20,1,365.0,115.0
3943,16 Dec 115.00 (AAPL1609X115-X),6.05,6.20,10,365.0,115.0
3945,16 Dec 116.00 (AAPL1609X116),6.70,7.00,13,365.0,116.0
3951,16 Dec 116.00 (AAPL1609X116-E),6.70,7.00,11,365.0,116.0
3958,16 Dec 116.00 (AAPL1609X116-X),6.70,7.00,2,365.0,116.0
4455,16 Dec 65.00 (AAPL1616X65),0.0,0.01,506,,
4456,16 Dec 65.00 (AAPL1616X65-3),0.0,2.13,21,,
4457,16 Dec 65.00 (AAPL1616X65-4),0.0,0.02,107,,
4461,16 Dec 65.00 (AAPL1616X65-E),0.0,0.02,325,,
4468,16 Dec 65.00 (AAPL1616X65-X),0.0,0.04,53,,
4485,16 Dec 75.00 (AAPL1616X75),0.01,0.02,2,,
4490,16 Dec 75.00 (AAPL1616X75-B),0.0,0.02,2,,
4500,16 Dec 80.00 (AAPL1616X80),0.03,0.04,2597,,
4502,16 Dec 80.00 (AAPL1616X80-4),0.03,0.05,55,,
4503,16 Dec 80.00 (AAPL1616X80-8),0.03,0.06,31,,
4504,16 Dec 80.00 (AAPL1616X80-A),0.03,0.05,1,,
4505,16 Dec 80.00 (AAPL1616X80-B),0.02,0.05,36,,
4506,16 Dec 80.00 (AAPL1616X80-E),0.03,0.05,56,,
4507,16 Dec 80.00 (AAPL1616X80-I),0.03,0.04,1417,,
4511,16 Dec 80.00 (AAPL1616X80-P),0.03,0.05,94,,
4512,16 Dec 80.00 (AAPL1616X80-S),0.03,0.04,54,,
4513,16 Dec 80.00 (AAPL1616X80-X),0.03,0.05,30,,
4514,16 Dec 80.00 (AAPL1616X80-Y),0.03,0.09,823,,
4515,16 Dec 85.00 (AAPL1616X85),0.08,0.09,435,365.0,85.0
4516,16 Dec 85.00 (AAPL1616X85-3),0.08,0.11,2,,
4518,16 Dec 85.00 (AAPL1616X85-8),0.08,0.11,1,365.0,85.0
4521,16 Dec 85.00 (AAPL1616X85-E),0.08,0.10,244,,
4522,16 Dec 85.00 (AAPL1616X85-I),0.08,0.09,100,,
4525,16 Dec 85.00 (AAPL1616X85-O),0.08,0.10,25,,
4526,16 Dec 85.00 (AAPL1616X85-P),0.08,0.11,25,,
4529,16 Dec 85.00 (AAPL1616X85-Y),0.08,0.11,38,,
4530,16 Dec 90.00 (AAPL1616X90),0.17,0.18,1058,365.0,90.0
4531,16 Dec 90.00 (AAPL1616X90-3),0.17,0.21,3,,
4532,16 Dec 90.00 (AAPL1616X90-4),0.17,0.19,33,,
4533,16 Dec 90.00 (AAPL1616X90-8),0.17,0.23,10,365.0,90.0
4534,16 Dec 90.00 (AAPL1616X90-A),0.17,0.21,51,,
4536,16 Dec 90.00 (AAPL1616X90-E),0.17,0.19,438,,
4537,16 Dec 90.00 (AAPL1616X90-I),0.17,0.18,512,,
4543,16 Dec 90.00 (AAPL1616X90-X),0.17,0.21,11,,
4545,16 Dec 95.00 (AAPL1616X95),0.36,0.37,88,365.0,95.0
4548,16 Dec 95.00 (AAPL1616X95-8),0.35,0.45,8,365.0,95.0
4550,16 Dec 95.00 (AAPL1616X95-B),0.33,0.43,6,,
4551,16 Dec 95.00 (AAPL1616X95-E),0.35,0.39,12,365.0,95.0
4556,16 Dec 95.00 (AAPL1616X95-P),0.34,0.39,54,,
4558,16 Dec 95.00 (AAPL1616X95-X),0.35,0.41,8,,
4560,16 Dec 97.50 (AAPL1616X97.5),0.51,0.53,84,365.0,97.5
4563,16 Dec 97.50 (AAPL1616X97.5-8),0.51,0.61,1,,
4564,16 Dec 97.50 (AAPL1616X97.5-A),0.51,0.54,10,,
4565,16 Dec 97.50 (AAPL1616X97.5-B),0.48,0.55,10,,
4566,16 Dec 97.50 (AAPL1616X97.5-E),0.51,0.54,42,365.0,97.5
4567,16 Dec 97.50 (AAPL1616X97.5-I),0.51,0.53,9,,
4571,16 Dec 97.50 (AAPL1616X97.5-P),0.49,0.55,11,,
4573,16 Dec 97.50 (AAPL1616X97.5-X),0.51,0.55,1,,
4575,16 Dec 100.00 (AAPL1616X100),0.73,0.75,610,365.0,100.0
4576,16 Dec 100.00 (AAPL1616X100-3),0.73,0.81,15,,
4577,16 Dec 100.00 (AAPL1616X100-4),0.73,0.77,18,365.0,100.0
4578,16 Dec 100.00 (AAPL1616X100-8),0.73,0.79,80,365.0,100.0
4579,16 Dec 100.00 (AAPL1616X100-A),0.73,0.77,20,,
4580,16 Dec 100.00 (AAPL1616X100-B),0.70,0.81,100,,
4581,16 Dec 100.00 (AAPL1616X100-E),0.73,0.77,73,365.0,100.0
4582,16 Dec 100.00 (AAPL1616X100-I),0.73,0.75,159,365.0,100.0
4585,16 Dec 100.00 (AAPL1616X100-O),0.73,0.75,35,365.0,100.0
4586,16 Dec 100.00 (AAPL1616X100-P),0.73,0.77,38,365.0,100.0
4588,16 Dec 100.00 (AAPL1616X100-X),0.73,0.78,72,365.0,100.0
4590,16 Dec 105.00 (AAPL1616X105),1.57,1.60,1887,365.0,105.0
4591,16 Dec 105.00 (AAPL1616X105-3),1.57,1.69,24,,
4592,16 Dec 105.00 (AAPL1616X105-4),1.57,1.62,94,,
4593,16 Dec 105.00 (AAPL1616X105-8),1.57,1.64,52,365.0,105.0
4594,16 Dec 105.00 (AAPL1616X105-A),1.57,1.62,19,365.0,105.0
4595,16 Dec 105.00 (AAPL1616X105-B),1.54,1.64,78,365.0,105.0
4596,16 Dec 105.00 (AAPL1616X105-E),1.57,1.62,201,365.0,105.0
4597,16 Dec 105.00 (AAPL1616X105-I),1.57,1.60,786,365.0,105.0
4600,16 Dec 105.00 (AAPL1616X105-O),1.57,1.61,105,365.0,105.0
4601,16 Dec 105.00 (AAPL1616X105-P),1.57,1.62,294,365.0,105.0
4602,16 Dec 105.00 (AAPL1616X105-S),1.57,1.63,10,,
4603,16 Dec 105.00 (AAPL1616X105-X),1.57,1.63,20,365.0,105.0
4604,16 Dec 105.00 (AAPL1616X105-Y),1.57,1.64,204,,
4605,16 Dec 110.00 (AAPL1616X110),3.25,3.40,4308,365.0,110.0
4607,16 Dec 110.00 (AAPL1616X110-4),3.25,3.40,48,365.0,110.0
4608,16 Dec 110.00 (AAPL1616X110-8),3.25,3.40,130,365.0,110.0
4609,16 Dec 110.00 (AAPL1616X110-A),3.25,3.40,40,365.0,110.0
4610,16 Dec 110.00 (AAPL1616X110-B),3.25,3.40,7,365.0,110.0
4611,16 Dec 110.00 (AAPL1616X110-E),3.25,3.40,3284,365.0,110.0
4612,16 Dec 110.00 (AAPL1616X110-I),3.25,3.40,348,365.0,110.0
4613,16 Dec 110.00 (AAPL1616X110-J),3.25,3.40,25,365.0,110.0
4615,16 Dec 110.00 (AAPL1616X110-O),3.25,3.40,26,365.0,110.0
4616,16 Dec 110.00 (AAPL1616X110-P),3.25,3.40,262,365.0,110.0
4617,16 Dec 110.00 (AAPL1616X110-S),3.25,3.40,2,365.0,110.0
4618,16 Dec 110.00 (AAPL1616X110-X),3.25,3.40,95,365.0,110.0
4619,16 Dec 110.00 (AAPL1616X110-Y),3.25,3.40,41,365.0,110.0
4620,16 Dec 115.00 (AAPL1616X115),6.25,6.40,224,365.0,115.0
4621,16 Dec 115.00 (AAPL1616X115-3),6.25,6.40,1,365.0,115.0
4622,16 Dec 115.00 (AAPL1616X115-4),6.25,6.40,15,365.0,115.0
4623,16 Dec 115.00 (AAPL1616X115-8),6.25,6.40,17,365.0,115.0
4626,16 Dec 115.00 (AAPL1616X115-E),6.25,6.40,71,365.0,115.0
4627,16 Dec 115.00 (AAPL1616X115-I),6.25,6.35,36,365.0,115.0
4630,16 Dec 115.00 (AAPL1616X115-O),6.25,6.40,6,365.0,115.0
4631,16 Dec 115.00 (AAPL1616X115-P),6.25,6.40,9,365.0,115.0
4632,16 Dec 115.00 (AAPL1616X115-S),6.25,6.40,30,365.0,115.0
4633,16 Dec 115.00 (AAPL1616X115-X),6.25,6.40,35,365.0,115.0
4634,16 Dec 115.00 (AAPL1616X115-Y),6.25,6.40,4,365.0,115.0
4635,16 Dec 120.00 (AAPL1616X120),10.35,10.60,65,365.0,120.0
4637,16 Dec 120.00 (AAPL1616X120-4),10.35,10.60,1,365.0,120.0
4638,16 Dec 120.00 (AAPL1616X120-8),10.35,10.60,1,365.0,120.0
4641,16 Dec 120.00 (AAPL1616X120-E),10.35,10.60,1,365.0,120.0
4642,16 Dec 120.00 (AAPL1616X120-I),10.35,10.60,2,365.0,120.0
4646,16 Dec 120.00 (AAPL1616X120-P),10.35,10.60,10,365.0,120.0
4648,16 Dec 120.00 (AAPL1616X120-X),10.35,10.60,50,365.0,120.0
4650,16 Dec 125.00 (AAPL1616X125),15.10,15.40,19,365.0,125.0
4652,16 Dec 125.00 (AAPL1616X125-4),15.10,15.40,5,365.0,125.0
4656,16 Dec 125.00 (AAPL1616X125-E),15.10,15.40,9,365.0,125.0
4660,16 Dec 125.00 (AAPL1616X125-O),15.10,15.40,5,365.0,125.0
4665,16 Dec 130.00 (AAPL1616X130),20.05,20.35,1,365.0,130.0
4679,16 Dec 130.00 (AAPL1616X130-Y),20.05,20.35,1,365.0,130.0
4710,16 Dec 145.00 (AAPL1616X145),34.80,35.50,3,365.0,145.0
4716,16 Dec 145.00 (AAPL1616X145-E),34.85,35.60,3,,
4995,16 Dec 95.00 (AAPL1623X95),0.42,0.47,5,,
5009,16 Dec 95.00 (AAPL1623X95-Y),0.42,0.47,5,,
5055,16 Dec 100.00 (AAPL1623X100),0.84,0.90,36,,
5058,16 Dec 100.00 (AAPL1623X100-8),0.84,0.91,1,,
5061,16 Dec 100.00 (AAPL1623X100-E),0.84,0.91,35,,
5085,16 Dec 102.00 (AAPL1623X102),1.13,1.19,1,365.0,102.0
5095,16 Dec 102.00 (AAPL1623X102-O),1.13,1.20,1,,
5100,16 Dec 103.00 (AAPL1623X103),1.31,1.38,30,,
5106,16 Dec 103.00 (AAPL1623X103-E),1.31,1.38,26,,
5112,16 Dec 103.00 (AAPL1623X103-S),1.31,2.32,1,,
5113,16 Dec 103.00 (AAPL1623X103-X),1.31,1.38,3,,
5115,16 Dec 104.00 (AAPL1623X104),1.52,1.59,5,365.0,104.0
5117,16 Dec 104.00 (AAPL1623X104-4),1.51,1.62,1,,
5121,16 Dec 104.00 (AAPL1623X104-E),1.51,1.59,3,365.0,104.0
5122,16 Dec 104.00 (AAPL1623X104-I),1.52,1.58,1,,
5130,16 Dec 105.00 (AAPL1623X105),1.76,1.83,25,,
5133,16 Dec 105.00 (AAPL1623X105-8),1.76,1.90,10,,
5136,16 Dec 105.00 (AAPL1623X105-E),1.76,1.84,5,,
5143,16 Dec 105.00 (AAPL1623X105-X),1.76,1.83,10,,
5145,16 Dec 106.00 (AAPL1623X106),2.03,2.10,1,,
5158,16 Dec 106.00 (AAPL1623X106-X),2.03,2.11,1,,
5160,16 Dec 107.00 (AAPL1623X107),2.35,2.42,28,,
5163,16 Dec 107.00 (AAPL1623X107-8),2.34,2.46,13,,
5167,16 Dec 107.00 (AAPL1623X107-I),2.35,2.42,5,,
5172,16 Dec 107.00 (AAPL1623X107-S),2.35,4.30,10,,
5175,16 Dec 108.00 (AAPL1623X108),2.69,2.77,25,365.0,108.0
5177,16 Dec 108.00 (AAPL1623X108-4),2.69,2.79,6,,
5178,16 Dec 108.00 (AAPL1623X108-8),2.70,2.79,7,,
5181,16 Dec 108.00 (AAPL1623X108-E),2.69,2.78,7,365.0,108.0
5188,16 Dec 108.00 (AAPL1623X108-X),2.69,2.79,5,365.0,108.0
5190,16 Dec 109.00 (AAPL1623X109),3.05,3.20,4,365.0,109.0
5196,16 Dec 109.00 (AAPL1623X109-E),3.05,3.20,4,365.0,109.0
5205,16 Dec 110.00 (AAPL1623X110),3.50,3.65,43,365.0,110.0
5208,16 Dec 110.00 (AAPL1623X110-8),3.50,3.65,10,,
5210,16 Dec 110.00 (AAPL1623X110-B),3.50,3.65,6,,
5211,16 Dec 110.00 (AAPL1623X110-E),3.50,3.65,4,365.0,110.0
5212,16 Dec 110.00 (AAPL1623X110-I),3.50,3.65,2,,
5216,16 Dec 110.00 (AAPL1623X110-P),3.50,3.65,5,,
5218,16 Dec 110.00 (AAPL1623X110-X),3.50,3.65,16,365.0,110.0
5220,16 Dec 111.00 (AAPL1623X111),4.00,4.15,4,365.0,111.0
5226,16 Dec 111.00 (AAPL1623X111-E),4.00,4.15,3,,
5230,16 Dec 111.00 (AAPL1623X111-O),4.00,4.15,1,,
5250,16 Dec 113.00 (AAPL1623X113),5.10,5.30,3,365.0,113.0
5254,16 Dec 113.00 (AAPL1623X113-A),5.10,5.30,2,,
5256,16 Dec 113.00 (AAPL1623X113-E),5.10,5.30,1,365.0,113.0
5280,16 Dec 115.00 (AAPL1623X115),6.45,6.65,4,365.0,115.0
5282,16 Dec 115.00 (AAPL1623X115-4),6.45,6.65,1,365.0,115.0
5283,16 Dec 115.00 (AAPL1623X115-8),6.45,6.65,1,365.0,115.0
5286,16 Dec 115.00 (AAPL1623X115-E),6.45,6.65,2,365.0,115.0
5655,17 Jan 60.00 (AAPL1720M60),0.01,0.02,18,396.0,60.0
5659,17 Jan 60.00 (AAPL1720M60-A),0.01,0.02,4,,
5660,17 Jan 60.00 (AAPL1720M60-B),0.01,0.03,2,,
5662,17 Jan 60.00 (AAPL1720M60-I),0.01,0.02,1,396.0,60.0
5665,17 Jan 60.00 (AAPL1720M60-O),0.01,0.02,1,,
5666,17 Jan 60.00 (AAPL1720M60-P),0.01,0.02,10,,
5670,17 Jan 65.00 (AAPL1720M65),0.02,0.03,40,396.0,65.0
5689,17 Jan 65.00 (AAPL1720M65-Y),0.02,0.03,40,,
5690,17 Jan 70.00 (AAPL1720M70),0.04,0.05,4841,,
5692,17 Jan 70.00 (AAPL1720M70-3),0.04,0.06,223,,
5693,17 Jan 70.00 (AAPL1720M70-4),0.04,0.06,76,,
5695,17 Jan 70.00 (AAPL1720M70-A),0.04,0.07,67,,
5696,17 Jan 70.00 (AAPL1720M70-B),0.04,0.15,7,,
5697,17 Jan 70.00 (AAPL1720M70-E),0.03,0.06,2542,,
5698,17 Jan 70.00 (AAPL1720M70-I),0.04,0.05,577,,
5700,17 Jan 70.00 (AAPL1720M70-J),0.04,0.07,81,,
5703,17 Jan 70.00 (AAPL1720M70-O),0.04,0.06,301,,
5705,17 Jan 70.00 (AAPL1720M70-P),0.04,0.06,145,,
5706,17 Jan 70.00 (AAPL1720M70-S),0.04,0.13,222,,
5709,17 Jan 70.00 (AAPL1720M70-Y),0.04,0.05,600,,
5710,17 Jan 75.00 (AAPL1720M75),0.08,0.09,3584,,
5712,17 Jan 75.00 (AAPL1720M75-3),0.08,0.11,40,,
5713,17 Jan 75.00 (AAPL1720M75-4),0.08,0.10,1,,
5715,17 Jan 75.00 (AAPL1720M75-A),0.08,0.11,46,,
5716,17 Jan 75.00 (AAPL1720M75-B),0.08,0.20,15,,
5717,17 Jan 75.00 (AAPL1720M75-E),0.08,0.10,1726,,
5718,17 Jan 75.00 (AAPL1720M75-I),0.08,0.09,289,,
5723,17 Jan 75.00 (AAPL1720M75-O),0.08,0.10,106,,
5725,17 Jan 75.00 (AAPL1720M75-P),0.08,0.11,106,,
5729,17 Jan 75.00 (AAPL1720M75-Y),0.08,0.09,1255,,
5730,17 Jan 80.00 (AAPL1720M80),0.16,0.17,1606,396.0,80.0
5733,17 Jan 80.00 (AAPL1720M80-4),0.15,0.17,2,,
5734,17 Jan 80.00 (AAPL1720M80-8),0.14,0.17,3,,
5735,17 Jan 80.00 (AAPL1720M80-A),0.15,0.17,13,,
5737,17 Jan 80.00 (AAPL1720M80-E),0.15,0.17,987,396.0,80.0
5738,17 Jan 80.00 (AAPL1720M80-I),0.16,0.17,550,396.0,80.0
5743,17 Jan 80.00 (AAPL1720M80-O),0.15,0.17,35,,
5745,17 Jan 80.00 (AAPL1720M80-P),0.15,0.18,3,396.0,80.0
5749,17 Jan 80.00 (AAPL1720M80-Y),0.16,0.17,13,,
5750,17 Jan 82.50 (AAPL1720M82.5),0.21,0.22,234,396.0,82.5
5757,17 Jan 82.50 (AAPL1720M82.5-I),0.20,0.22,148,,
5760,17 Jan 82.50 (AAPL1720M82.5-O),0.20,0.22,44,,
5762,17 Jan 82.50 (AAPL1720M82.5-S),0.20,0.21,42,,
5765,17 Jan 85.00 (AAPL1720M85),0.27,0.28,441,396.0,85.0
5768,17 Jan 85.00 (AAPL1720M85-4),0.24,0.28,100,,
5769,17 Jan 85.00 (AAPL1720M85-8),0.23,0.28,2,,
5771,17 Jan 85.00 (AAPL1720M85-B),0.24,0.28,1,,
5772,17 Jan 85.00 (AAPL1720M85-E),0.24,0.28,267,396.0,85.0
5773,17 Jan 85.00 (AAPL1720M85-I),0.26,0.28,20,,
5778,17 Jan 85.00 (AAPL1720M85-O),0.26,0.28,47,,
5781,17 Jan 85.00 (AAPL1720M85-S),0.25,0.28,3,,
5782,17 Jan 85.00 (AAPL1720M85-X),0.25,0.28,1,,
5785,17 Jan 87.50 (AAPL1720M87.5),0.34,0.35,303,396.0,87.5
5786,17 Jan 87.50 (AAPL1720M87.5-3),0.31,0.35,2,,
5788,17 Jan 87.50 (AAPL1720M87.5-8),0.29,0.36,3,,
5791,17 Jan 87.50 (AAPL1720M87.5-E),0.32,0.36,13,396.0,87.5
5792,17 Jan 87.50 (AAPL1720M87.5-I),0.34,0.35,81,,
5795,17 Jan 87.50 (AAPL1720M87.5-O),0.33,0.35,68,,
5796,17 Jan 87.50 (AAPL1720M87.5-P),0.32,0.37,7,396.0,87.5
5797,17 Jan 87.50 (AAPL1720M87.5-S),0.34,0.37,23,,
5799,17 Jan 87.50 (AAPL1720M87.5-Y),0.30,0.35,106,,
5800,17 Jan 90.00 (AAPL1720M90),0.43,0.45,892,396.0,90.0
5802,17 Jan 90.00 (AAPL1720M90-3),0.43,0.45,1,,
5804,17 Jan 90.00 (AAPL1720M90-8),0.43,0.52,11,396.0,90.0
5805,17 Jan 90.00 (AAPL1720M90-A),0.43,0.46,9,,
5806,17 Jan 90.00 (AAPL1720M90-B),0.41,0.52,7,,
5807,17 Jan 90.00 (AAPL1720M90-E),0.43,0.45,12,396.0,90.0
5808,17 Jan 90.00 (AAPL1720M90-I),0.43,0.45,304,396.0,90.0
5813,17 Jan 90.00 (AAPL1720M90-O),0.41,0.46,333,396.0,90.0
5815,17 Jan 90.00 (AAPL1720M90-P),0.41,0.47,25,396.0,90.0
5816,17 Jan 90.00 (AAPL1720M90-S),0.0,0.47,99,,
5817,17 Jan 90.00 (AAPL1720M90-X),0.43,0.46,6,396.0,90.0
5819,17 Jan 90.00 (AAPL1720M90-Y),0.43,0.45,85,,
5820,17 Jan 92.50 (AAPL1720M92.5),0.57,0.58,156,396.0,92.5
5823,17 Jan 92.50 (AAPL1720M92.5-8),0.52,0.74,3,,
5825,17 Jan 92.50 (AAPL1720M92.5-B),0.54,0.60,1,,
5826,17 Jan 92.50 (AAPL1720M92.5-E),0.54,0.59,28,,
5827,17 Jan 92.50 (AAPL1720M92.5-I),0.57,0.58,21,,
5830,17 Jan 92.50 (AAPL1720M92.5-O),0.54,0.63,15,,
5831,17 Jan 92.50 (AAPL1720M92.5-P),0.54,0.62,7,,
5832,17 Jan 92.50 (AAPL1720M92.5-S),0.0,0.61,29,,
5834,17 Jan 92.50 (AAPL1720M92.5-Y),0.57,0.62,52,,
5835,17 Jan 95.00 (AAPL1720M95),0.74,0.76,1877,396.0,95.0
5837,17 Jan 95.00 (AAPL1720M95-3),0.74,0.79,5,,
5838,17 Jan 95.00 (AAPL1720M95-4),0.74,0.78,182,,
5839,17 Jan 95.00 (AAPL1720M95-8),0.74,0.94,111,,
5840,17 Jan 95.00 (AAPL1720M95-A),0.74,0.78,5,396.0,95.0
5841,17 Jan 95.00 (AAPL1720M95-B),0.71,0.78,6,,
5842,17 Jan 95.00 (AAPL1720M95-E),0.74,0.78,302,396.0,95.0
5843,17 Jan 95.00 (AAPL1720M95-I),0.74,0.76,780,396.0,95.0
5845,17 Jan 95.00 (AAPL1720M95-J),0.74,1.21,50,,
5848,17 Jan 95.00 (AAPL1720M95-O),0.74,0.82,116,396.0,95.0
5850,17 Jan 95.00 (AAPL1720M95-P),0.73,0.79,20,396.0,95.0
5851,17 Jan 95.00 (AAPL1720M95-S),0.74,1.80,80,,
5852,17 Jan 95.00 (AAPL1720M95-X),0.74,0.78,81,396.0,95.0
5854,17 Jan 95.00 (AAPL1720M95-Y),0.74,0.81,139,,
5855,17 Jan 97.50 (AAPL1720M97.5),1.01,1.03,466,396.0,97.5
5857,17 Jan 97.50 (AAPL1720M97.5-4),0.98,1.03,41,,
5859,17 Jan 97.50 (AAPL1720M97.5-A),0.98,1.04,2,,
5860,17 Jan 97.50 (AAPL1720M97.5-B),0.97,1.10,21,,
5862,17 Jan 97.50 (AAPL1720M97.5-I),1.01,1.03,302,396.0,97.5
5865,17 Jan 97.50 (AAPL1720M97.5-O),1.01,1.03,34,396.0,97.5
5866,17 Jan 97.50 (AAPL1720M97.5-P),0.99,1.05,2,,
5867,17 Jan 97.50 (AAPL1720M97.5-S),0.0,1.05,6,,
5868,17 Jan 97.50 (AAPL1720M97.5-X),0.99,1.04,58,,
5870,17 Jan 100.00 (AAPL1720M100),1.36,1.39,2780,396.0,100.0
5873,17 Jan 100.00 (AAPL1720M100-4),1.36,1.42,154,396.0,100.0
5874,17 Jan 100.00 (AAPL1720M100-8),1.36,1.48,182,396.0,100.0
5875,17 Jan 100.00 (AAPL1720M100-A),1.36,1.39,8,396.0,100.0
5876,17 Jan 100.00 (AAPL1720M100-B),1.32,1.46,102,396.0,100.0
5877,17 Jan 100.00 (AAPL1720M100-E),1.36,1.41,188,396.0,100.0
5878,17 Jan 100.00 (AAPL1720M100-I),1.36,1.38,802,396.0,100.0
5883,17 Jan 100.00 (AAPL1720M100-O),1.36,1.38,284,396.0,100.0
5885,17 Jan 100.00 (AAPL1720M100-P),1.36,1.38,221,396.0,100.0
5887,17 Jan 100.00 (AAPL1720M100-X),1.36,1.40,146,396.0,100.0
5889,17 Jan 100.00 (AAPL1720M100-Y),1.36,1.39,693,396.0,100.0
5890,17 Jan 105.00 (AAPL1720M105),2.51,2.53,2582,396.0,105.0
5892,17 Jan 105.00 (AAPL1720M105-3),2.45,2.53,4,,
5893,17 Jan 105.00 (AAPL1720M105-4),2.50,2.53,103,396.0,105.0
5894,17 Jan 105.00 (AAPL1720M105-8),2.47,2.53,116,396.0,105.0
5895,17 Jan 105.00 (AAPL1720M105-A),2.50,2.53,191,396.0,105.0
5896,17 Jan 105.00 (AAPL1720M105-B),2.47,2.59,169,396.0,105.0
5897,17 Jan 105.00 (AAPL1720M105-E),2.50,2.53,398,396.0,105.0
5898,17 Jan 105.00 (AAPL1720M105-I),2.50,2.53,1060,396.0,105.0
5900,17 Jan 105.00 (AAPL1720M105-J),2.38,2.53,52,396.0,105.0
5903,17 Jan 105.00 (AAPL1720M105-O),2.50,2.53,126,396.0,105.0
5905,17 Jan 105.00 (AAPL1720M105-P),2.50,2.53,97,396.0,105.0
5906,17 Jan 105.00 (AAPL1720M105-S),2.46,2.53,10,,
5907,17 Jan 105.00 (AAPL1720M105-X),2.46,2.53,100,396.0,105.0
5909,17 Jan 105.00 (AAPL1720M105-Y),2.46,2.53,156,,
5910,17 Jan 110.00 (AAPL1720M110),4.35,4.45,1022,396.0,110.0
5913,17 Jan 110.00 (AAPL1720M110-4),4.35,4.45,131,396.0,110.0
5914,17 Jan 110.00 (AAPL1720M110-8),4.35,4.45,125,396.0,110.0
5915,17 Jan 110.00 (AAPL1720M110-A),4.35,4.45,102,396.0,110.0
5916,17 Jan 110.00 (AAPL1720M110-B),4.35,4.45,30,396.0,110.0
5917,17 Jan 110.00 (AAPL1720M110-E),4.35,4.45,243,396.0,110.0
5918,17 Jan 110.00 (AAPL1720M110-I),4.35,4.45,103,396.0,110.0
5923,17 Jan 110.00 (AAPL1720M110-O),4.35,4.45,5,396.0,110.0
5925,17 Jan 110.00 (AAPL1720M110-P),4.35,4.45,70,396.0,110.0
5926,17 Jan 110.00 (AAPL1720M110-S),4.35,4.45,2,396.0,110.0
5927,17 Jan 110.00 (AAPL1720M110-X),4.35,4.45,181,396.0,110.0
5929,17 Jan 110.00 (AAPL1720M110-Y),4.35,4.45,30,396.0,110.0
5930,17 Jan 115.00 (AAPL1720M115),7.20,7.30,3259,396.0,115.0
5933,17 Jan 115.00 (AAPL1720M115-4),7.20,7.30,23,396.0,115.0
5934,17 Jan 115.00 (AAPL1720M115-8),7.20,7.35,2752,396.0,115.0
5935,17 Jan 115.00 (AAPL1720M115-A),7.20,7.30,11,396.0,115.0
5936,17 Jan 115.00 (AAPL1720M115-B),7.20,7.30,4,396.0,115.0
5937,17 Jan 115.00 (AAPL1720M115-E),7.20,7.30,121,396.0,115.0
5938,17 Jan 115.00 (AAPL1720M115-I),7.20,7.30,240,396.0,115.0
5940,17 Jan 115.00 (AAPL1720M115-J),7.20,7.30,3,396.0,115.0
5943,17 Jan 115.00 (AAPL1720M115-O),7.20,7.30,9,396.0,115.0
5945,17 Jan 115.00 (AAPL1720M115-P),7.20,7.35,61,396.0,115.0
5946,17 Jan 115.00 (AAPL1720M115-S),7.20,7.30,10,396.0,115.0
5947,17 Jan 115.00 (AAPL1720M115-X),7.20,7.30,14,396.0,115.0
5949,17 Jan 115.00 (AAPL1720M115-Y),7.20,7.30,11,396.0,115.0
5950,17 Jan 120.00 (AAPL1720M120),10.90,11.10,229,396.0,120.0
5953,17 Jan 120.00 (AAPL1720M120-4),10.90,11.10,121,396.0,120.0
5955,17 Jan 120.00 (AAPL1720M120-A),10.90,11.10,7,396.0,120.0
5956,17 Jan 120.00 (AAPL1720M120-B),10.85,11.10,25,396.0,120.0
5957,17 Jan 120.00 (AAPL1720M120-E),10.90,11.10,11,396.0,120.0
5958,17 Jan 120.00 (AAPL1720M120-I),10.90,11.10,13,396.0,120.0
5963,17 Jan 120.00 (AAPL1720M120-O),10.90,11.10,50,396.0,120.0
5965,17 Jan 120.00 (AAPL1720M120-P),10.90,11.10,2,396.0,120.0
5970,17 Jan 125.00 (AAPL1720M125),15.30,15.60,45,396.0,125.0
5974,17 Jan 125.00 (AAPL1720M125-8),15.30,15.60,1,396.0,125.0
5975,17 Jan 125.00 (AAPL1720M125-A),15.30,15.60,1,396.0,125.0
5977,17 Jan 125.00 (AAPL1720M125-E),15.30,15.60,3,396.0,125.0
5978,17 Jan 125.00 (AAPL1720M125-I),15.30,15.60,10,396.0,125.0
5983,17 Jan 125.00 (AAPL1720M125-O),15.30,15.60,30,396.0,125.0
5990,17 Jan 130.00 (AAPL1720M130),20.10,20.40,17,396.0,130.0
5994,17 Jan 130.00 (AAPL1720M130-8),20.10,20.40,2,396.0,130.0
6007,17 Jan 130.00 (AAPL1720M130-X),20.10,20.40,15,396.0,130.0
6010,17 Jan 135.00 (AAPL1720M135),25.05,25.35,7,396.0,135.0
6017,17 Jan 135.00 (AAPL1720M135-E),25.05,25.35,2,396.0,135.0
6029,17 Jan 135.00 (AAPL1720M135-Y),25.05,25.30,5,396.0,135.0
6090,17 Jan 160.00 (AAPL1720M160),49.75,50.65,6,396.0,160.0
6095,17 Jan 160.00 (AAPL1720M160-B),48.80,52.30,6,396.0,160.0
6150,17 Jan 180.00 (AAPL1720M180),69.70,70.20,10,,
6156,17 Jan 180.00 (AAPL1720M180-E),69.70,70.20,10,,
