,Calls,Bid,Ask,Vol,Expiration,Strike
5246,16 Dec 112.00 (AAPL1623L112-P),2.48,2.54,3,365,112.0
5247,16 Dec 112.00 (AAPL1623L112-S),2.50,2.55,1,365,112.0
5250,16 Dec 113.00 (AAPL1623L113),2.08,2.13,22,365,113.0
5256,16 Dec 113.00 (AAPL1623L113-E),2.08,2.16,2,365,113.0
5261,16 Dec 113.00 (AAPL1623L113-P),2.07,2.13,20,365,113.0
5265,16 Dec 114.00 (AAPL1623L114),1.72,1.77,15,365,114.0
5267,16 Dec 114.00 (AAPL1623L114-4),1.72,1.84,2,365,114.0
5268,16 Dec 114.00 (AAPL1623L114-8),1.72,1.91,2,365,114.0
5271,16 Dec 114.00 (AAPL1623L114-E),1.72,1.81,7,365,114.0
5272,16 Dec 114.00 (AAPL1623L114-I),1.72,1.79,1,365,114.0
5276,16 Dec 114.00 (AAPL1623L114-P),1.72,1.77,1,365,114.0
5278,16 Dec 114.00 (AAPL1623L114-X),1.72,1.79,2,365,114.0
5280,16 Dec 115.00 (AAPL1623L115),1.42,1.46,63,365,115.0
5282,16 Dec 115.00 (AAPL1623L115-4),1.42,1.51,1,365,115.0
5283,16 Dec 115.00 (AAPL1623L115-8),1.42,1.58,2,365,115.0
5285,16 Dec 115.00 (AAPL1623L115-B),1.39,1.46,20,365,115.0
5286,16 Dec 115.00 (AAPL1623L115-E),1.42,1.47,3,365,115.0
5287,16 Dec 115.00 (AAPL1623L115-I),1.42,1.47,1,365,115.0
5291,16 Dec 115.00 (AAPL1623L115-P),1.42,1.46,10,365,115.0
5293,16 Dec 115.00 (AAPL1623L115-X),1.42,1.48,1,365,115.0
5294,16 Dec 115.00 (AAPL1623L115-Y),1.42,1.47,25,365,115.0
5295,16 Dec 116.00 (AAPL1623L116),1.15,1.19,241,365,116.0
5298,16 Dec 116.00 (AAPL1623L116-8),1.15,1.21,124,365,116.0
5301,16 Dec 116.00 (AAPL1623L116-E),1.15,1.20,73,365,116.0
5306,16 Dec 116.00 (AAPL1623L116-P),1.15,1.19,2,365,116.0
5307,16 Dec 116.00 (AAPL1623L116-S),1.15,2.17,1,365,116.0
5308,16 Dec 116.00 (AAPL1623L116-X),1.15,1.20,41,365,116.0
5310,16 Dec 117.00 (AAPL1623L117),0.93,0.97,44,365,117.0
5312,16 Dec 117.00 (AAPL1623L117-4),0.93,1.00,40,365,117.0
5313,16 Dec 117.00 (AAPL1623L117-8),0.93,1.13,2,365,117.0
5323,16 Dec 117.00 (AAPL1623L117-X),0.93,0.97,2,365,117.0
5325,16 Dec 118.00 (AAPL1623L118),0.75,0.78,6,365,118.0
5331,16 Dec 118.00 (AAPL1623L118-E),0.75,0.80,6,365,118.0
5340,16 Dec 119.00 (AAPL1623L119),0.59,0.64,18,365,119.0
5346,16 Dec 119.00 (AAPL1623L119-E),0.59,0.64,7,365,119.0
5350,16 Dec 119.00 (AAPL1623L119-O),0.59,0.64,9,365,119.0
5353,16 Dec 119.00 (AAPL1623L119-X),0.59,0.64,2,365,119.0
5355,16 Dec 120.00 (AAPL1623L120),0.46,0.51,35,365,120.0
5357,16 Dec 120.00 (AAPL1623L120-4),0.46,0.52,8,365,120.0
5361,16 Dec 120.00 (AAPL1623L120-E),0.46,0.51,1,365,120.0
5362,16 Dec 120.00 (AAPL1623L120-I),0.46,0.51,10,365,120.0
5366,16 Dec 120.00 (AAPL1623L120-P),0.45,0.51,16,365,120.0
5370,16 Dec 121.00 (AAPL1623L121),0.36,0.41,10,365,121.0
5380,16 Dec 121.00 (AAPL1623L121-O),0.36,0.41,10,365,121.0
5385,16 Dec 122.00 (AAPL1623L122),0.28,0.35,1,365,122.0
5387,16 Dec 122.00 (AAPL1623L122-4),0.28,0.35,1,365,122.0
5430,16 Dec 125.00 (AAPL1623L125),0.15,0.20,25,365,125.0
5443,16 Dec 125.00 (AAPL1623L125-X),0.14,0.20,25,365,125.0
5625,17 Jan 50.00 (AAPL1720A50),59.80,60.20,211,396,50.0
5628,17 Jan 50.00 (AAPL1720A50-8),59.80,60.20,207,396,50.0
5631,17 Jan 50.00 (AAPL1720A50-E),59.80,60.20,2,396,50.0
5638,17 Jan 50.00 (AAPL1720A50-X),59.80,60.20,2,396,50.0
5640,17 Jan 55.00 (AAPL1720A55),54.45,55.35,2,396,55.0
5653,17 Jan 55.00 (AAPL1720A55-X),53.20,56.35,2,396,55.0
5655,17 Jan 60.00 (AAPL1720A60),49.70,50.30,4,396,60.0
5662,17 Jan 60.00 (AAPL1720A60-I),49.70,50.30,4,396,60.0
5670,17 Jan 65.00 (AAPL1720A65),44.85,45.40,29,396,65.0
5674,17 Jan 65.00 (AAPL1720A65-8),44.85,45.40,29,396,65.0
5730,17 Jan 80.00 (AAPL1720A80),30.00,30.35,95,396,80.0
5736,17 Jan 80.00 (AAPL1720A80-B),30.00,31.10,60,396,80.0
5737,17 Jan 80.00 (AAPL1720A80-E),30.00,30.35,3,396,80.0
5738,17 Jan 80.00 (AAPL1720A80-I),30.00,30.35,7,396,80.0
5745,17 Jan 80.00 (AAPL1720A80-P),30.00,30.35,15,396,80.0
5747,17 Jan 80.00 (AAPL1720A80-X),30.00,30.35,10,396,80.0
5750,17 Jan 82.50 (AAPL1720A82.5),27.30,28.10,3,396,82.5
5753,17 Jan 82.50 (AAPL1720A82.5-8),27.30,28.65,3,396,82.5
5765,17 Jan 85.00 (AAPL1720A85),25.15,25.45,78,396,85.0
5772,17 Jan 85.00 (AAPL1720A85-E),25.15,25.45,78,396,85.0
5785,17 Jan 87.50 (AAPL1720A87.5),22.70,23.00,269,396,87.5
5791,17 Jan 87.50 (AAPL1720A87.5-E),22.70,23.00,68,396,87.5
5796,17 Jan 87.50 (AAPL1720A87.5-P),22.70,23.00,201,396,87.5
5800,17 Jan 90.00 (AAPL1720A90),20.40,20.60,147,396,90.0
5804,17 Jan 90.00 (AAPL1720A90-8),20.25,20.60,16,396,90.0
5807,17 Jan 90.00 (AAPL1720A90-E),20.25,20.60,2,396,90.0
5808,17 Jan 90.00 (AAPL1720A90-I),20.40,20.60,42,396,90.0
5813,17 Jan 90.00 (AAPL1720A90-O),20.20,20.60,1,396,90.0
5815,17 Jan 90.00 (AAPL1720A90-P),20.35,20.60,54,396,90.0
5817,17 Jan 90.00 (AAPL1720A90-X),20.25,20.60,32,396,90.0
5820,17 Jan 92.50 (AAPL1720A92.5),17.90,18.35,1,396,92.5
5833,17 Jan 92.50 (AAPL1720A92.5-X),17.90,18.35,1,396,92.5
5835,17 Jan 95.00 (AAPL1720A95),15.65,15.90,36,396,95.0
5840,17 Jan 95.00 (AAPL1720A95-A),15.65,15.90,1,396,95.0
5842,17 Jan 95.00 (AAPL1720A95-E),15.65,15.90,17,396,95.0
5843,17 Jan 95.00 (AAPL1720A95-I),15.65,15.90,7,396,95.0
5848,17 Jan 95.00 (AAPL1720A95-O),15.65,15.90,5,396,95.0
5850,17 Jan 95.00 (AAPL1720A95-P),15.65,15.90,5,396,95.0
5852,17 Jan 95.00 (AAPL1720A95-X),15.65,15.90,1,396,95.0
5855,17 Jan 97.50 (AAPL1720A97.5),13.45,13.65,32,396,97.5
5861,17 Jan 97.50 (AAPL1720A97.5-E),13.45,13.65,9,396,97.5
5862,17 Jan 97.50 (AAPL1720A97.5-I),13.45,13.65,18,396,97.5
5865,17 Jan 97.50 (AAPL1720A97.5-O),13.45,13.65,3,396,97.5
5869,17 Jan 97.50 (AAPL1720A97.5-Y),13.45,13.65,2,396,97.5
5870,17 Jan 100.00 (AAPL1720A100),11.35,11.50,485,396,100.0
5873,17 Jan 100.00 (AAPL1720A100-4),11.35,11.50,10,396,100.0
5874,17 Jan 100.00 (AAPL1720A100-8),11.35,11.50,15,396,100.0
5875,17 Jan 100.00 (AAPL1720A100-A),11.35,11.50,10,396,100.0
5876,17 Jan 100.00 (AAPL1720A100-B),11.35,11.50,24,396,100.0
5877,17 Jan 100.00 (AAPL1720A100-E),11.35,11.50,30,396,100.0
5878,17 Jan 100.00 (AAPL1720A100-I),11.35,11.50,200,396,100.0
5880,17 Jan 100.00 (AAPL1720A100-J),11.35,11.50,3,396,100.0
5883,17 Jan 100.00 (AAPL1720A100-O),11.35,11.50,92,396,100.0
5885,17 Jan 100.00 (AAPL1720A100-P),11.30,11.50,86,396,100.0
5887,17 Jan 100.00 (AAPL1720A100-X),11.35,11.50,14,396,100.0
5889,17 Jan 100.00 (AAPL1720A100-Y),11.35,11.50,1,396,100.0
5890,17 Jan 105.00 (AAPL1720A105),7.50,7.60,612,396,105.0
5893,17 Jan 105.00 (AAPL1720A105-4),7.45,7.60,12,396,105.0
5894,17 Jan 105.00 (AAPL1720A105-8),7.40,7.60,2,396,105.0
5895,17 Jan 105.00 (AAPL1720A105-A),7.45,7.60,11,396,105.0
5896,17 Jan 105.00 (AAPL1720A105-B),7.50,7.60,1,396,105.0
5897,17 Jan 105.00 (AAPL1720A105-E),7.50,7.60,217,396,105.0
5898,17 Jan 105.00 (AAPL1720A105-I),7.50,7.60,80,396,105.0
5900,17 Jan 105.00 (AAPL1720A105-J),7.45,7.60,2,396,105.0
5903,17 Jan 105.00 (AAPL1720A105-O),7.50,7.60,199,396,105.0
5905,17 Jan 105.00 (AAPL1720A105-P),7.45,7.60,61,396,105.0
5907,17 Jan 105.00 (AAPL1720A105-X),7.45,7.60,27,396,105.0
5910,17 Jan 110.00 (AAPL1720A110),4.40,4.45,3966,396,110.0
5912,17 Jan 110.00 (AAPL1720A110-3),4.35,4.45,25,396,110.0
5913,17 Jan 110.00 (AAPL1720A110-4),4.35,4.45,286,396,110.0
5914,17 Jan 110.00 (AAPL1720A110-8),4.35,4.45,1377,396,110.0
5915,17 Jan 110.00 (AAPL1720A110-A),4.35,4.45,233,396,110.0
5916,17 Jan 110.00 (AAPL1720A110-B),4.35,4.45,55,396,110.0
5917,17 Jan 110.00 (AAPL1720A110-E),4.40,4.45,748,396,110.0
5918,17 Jan 110.00 (AAPL1720A110-I),4.40,4.45,290,396,110.0
5920,17 Jan 110.00 (AAPL1720A110-J),4.35,4.45,118,396,110.0
5921,17 Jan 110.00 (AAPL1720A110-K),3.10,4.45,4,396,110.0
5923,17 Jan 110.00 (AAPL1720A110-O),4.40,4.45,107,396,110.0
5925,17 Jan 110.00 (AAPL1720A110-P),4.35,4.45,472,396,110.0
5926,17 Jan 110.00 (AAPL1720A110-S),4.30,4.45,21,396,110.0
5927,17 Jan 110.00 (AAPL1720A110-X),4.35,4.45,185,396,110.0
5929,17 Jan 110.00 (AAPL1720A110-Y),4.40,4.45,45,396,110.0
5930,17 Jan 115.00 (AAPL1720A115),2.25,2.27,2729,396,115.0
5932,17 Jan 115.00 (AAPL1720A115-3),2.24,2.27,33,396,115.0
5933,17 Jan 115.00 (AAPL1720A115-4),2.22,2.27,184,396,115.0
5934,17 Jan 115.00 (AAPL1720A115-8),2.20,2.28,220,396,115.0
5935,17 Jan 115.00 (AAPL1720A115-A),2.24,2.27,87,396,115.0
5936,17 Jan 115.00 (AAPL1720A115-B),2.24,2.27,107,396,115.0
5937,17 Jan 115.00 (AAPL1720A115-E),2.24,2.28,265,396,115.0
5938,17 Jan 115.00 (AAPL1720A115-I),2.25,2.27,649,396,115.0
5940,17 Jan 115.00 (AAPL1720A115-J),2.12,2.27,74,396,115.0
5943,17 Jan 115.00 (AAPL1720A115-O),2.25,2.27,275,396,115.0
5945,17 Jan 115.00 (AAPL1720A115-P),2.24,2.27,469,396,115.0
5946,17 Jan 115.00 (AAPL1720A115-S),2.21,2.27,26,396,115.0
5947,17 Jan 115.00 (AAPL1720A115-X),2.25,2.28,290,396,115.0
5949,17 Jan 115.00 (AAPL1720A115-Y),2.20,2.27,50,396,115.0
5950,17 Jan 120.00 (AAPL1720A120),1.00,1.02,5461,396,120.0
5952,17 Jan 120.00 (AAPL1720A120-3),0.95,1.02,2,396,120.0
5953,17 Jan 120.00 (AAPL1720A120-4),0.98,1.02,337,396,120.0
5954,17 Jan 120.00 (AAPL1720A120-8),0.96,1.08,2220,396,120.0
5955,17 Jan 120.00 (AAPL1720A120-A),0.98,1.03,130,396,120.0
5956,17 Jan 120.00 (AAPL1720A120-B),0.98,1.03,164,396,120.0
5957,17 Jan 120.00 (AAPL1720A120-E),0.98,1.02,435,396,120.0
5958,17 Jan 120.00 (AAPL1720A120-I),1.00,1.02,746,396,120.0
5960,17 Jan 120.00 (AAPL1720A120-J),0.53,1.45,36,396,120.0
5963,17 Jan 120.00 (AAPL1720A120-O),1.00,1.02,149,396,120.0
5965,17 Jan 120.00 (AAPL1720A120-P),1.00,1.02,157,396,120.0
5966,17 Jan 120.00 (AAPL1720A120-S),0.86,1.02,16,396,120.0
5967,17 Jan 120.00 (AAPL1720A120-X),0.98,1.03,260,396,120.0
5969,17 Jan 120.00 (AAPL1720A120-Y),1.00,1.02,809,396,120.0
5970,17 Jan 125.00 (AAPL1720A125),0.42,0.43,2330,396,125.0
5972,17 Jan 125.00 (AAPL1720A125-3),0.41,0.49,2,396,125.0
5973,17 Jan 125.00 (AAPL1720A125-4),0.41,0.44,327,396,125.0
5974,17 Jan 125.00 (AAPL1720A125-8),0.34,0.55,87,396,125.0
5975,17 Jan 125.00 (AAPL1720A125-A),0.40,0.46,10,396,125.0
5976,17 Jan 125.00 (AAPL1720A125-B),0.40,0.52,20,396,125.0
5977,17 Jan 125.00 (AAPL1720A125-E),0.41,0.45,573,396,125.0
5978,17 Jan 125.00 (AAPL1720A125-I),0.42,0.43,523,396,125.0
5981,17 Jan 125.00 (AAPL1720A125-K),0.20,0.68,2,396,125.0
5983,17 Jan 125.00 (AAPL1720A125-O),0.41,0.48,103,396,125.0
5985,17 Jan 125.00 (AAPL1720A125-P),0.40,0.47,385,396,125.0
5986,17 Jan 125.00 (AAPL1720A125-S),0.0,0.78,98,396,125.0
5987,17 Jan 125.00 (AAPL1720A125-X),0.41,0.45,111,396,125.0
5989,17 Jan 125.00 (AAPL1720A125-Y),0.39,0.43,89,396,125.0
5990,17 Jan 130.00 (AAPL1720A130),0.18,0.19,841,396,130.0
5992,17 Jan 130.00 (AAPL1720A130-3),0.17,0.20,2,396,130.0
5993,17 Jan 130.00 (AAPL1720A130-4),0.17,0.20,31,396,130.0
5994,17 Jan 130.00 (AAPL1720A130-8),0.12,0.26,2,396,130.0
5995,17 Jan 130.00 (AAPL1720A130-A),0.18,0.21,12,396,130.0
5996,17 Jan 130.00 (AAPL1720A130-B),0.18,0.27,71,396,130.0
5997,17 Jan 130.00 (AAPL1720A130-E),0.17,0.20,171,396,130.0
5998,17 Jan 130.00 (AAPL1720A130-I),0.18,0.19,376,396,130.0
6003,17 Jan 130.00 (AAPL1720A130-O),0.18,0.20,21,396,130.0
6005,17 Jan 130.00 (AAPL1720A130-P),0.18,0.20,22,396,130.0
6006,17 Jan 130.00 (AAPL1720A130-S),0.18,1.31,27,396,130.0
6007,17 Jan 130.00 (AAPL1720A130-X),0.18,0.22,16,396,130.0
6009,17 Jan 130.00 (AAPL1720A130-Y),0.18,0.19,90,396,130.0
6010,17 Jan 135.00 (AAPL1720A135),0.10,0.11,442,396,135.0
6012,17 Jan 135.00 (AAPL1720A135-3),0.09,0.11,2,396,135.0
6013,17 Jan 135.00 (AAPL1720A135-4),0.09,0.11,93,396,135.0
6014,17 Jan 135.00 (AAPL1720A135-8),0.09,0.11,128,396,135.0
6015,17 Jan 135.00 (AAPL1720A135-A),0.09,0.11,16,396,135.0
6016,17 Jan 135.00 (AAPL1720A135-B),0.10,0.17,1,396,135.0
6017,17 Jan 135.00 (AAPL1720A135-E),0.09,0.11,17,396,135.0
6018,17 Jan 135.00 (AAPL1720A135-I),0.10,0.11,19,396,135.0
6020,17 Jan 135.00 (AAPL1720A135-J),0.09,0.11,50,396,135.0
6023,17 Jan 135.00 (AAPL1720A135-O),0.09,0.11,90,396,135.0
6027,17 Jan 135.00 (AAPL1720A135-X),0.09,0.11,1,396,135.0
6029,17 Jan 135.00 (AAPL1720A135-Y),0.05,0.11,25,396,135.0
6030,17 Jan 140.00 (AAPL1720A140),0.06,0.07,683,396,140.0
6031,17 Jan 140.00 (AAPL1720A140-3),0.0,2.19,4,396,140.0
6035,17 Jan 140.00 (AAPL1720A140-B),0.05,0.11,29,396,140.0
6036,17 Jan 140.00 (AAPL1720A140-E),0.05,0.07,15,396,140.0
6037,17 Jan 140.00 (AAPL1720A140-I),0.06,0.07,259,396,140.0
6041,17 Jan 140.00 (AAPL1720A140-P),0.06,0.10,29,396,140.0
6042,17 Jan 140.00 (AAPL1720A140-S),0.06,0.07,62,396,140.0
6044,17 Jan 140.00 (AAPL1720A140-Y),0.06,0.07,285,396,140.0
6060,17 Jan 150.00 (AAPL1720A150),0.03,0.04,52,396,150.0
6064,17 Jan 150.00 (AAPL1720A150-A),0.02,0.04,6,396,150.0
6065,17 Jan 150.00 (AAPL1720A150-B),0.03,0.05,1,396,150.0
6066,17 Jan 150.00 (AAPL1720A150-E),0.02,0.05,4,396,150.0
6073,17 Jan 150.00 (AAPL1720A150-X),0.03,0.06,20,396,150.0
6074,17 Jan 150.00 (AAPL1720A150-Y),0.03,0.04,21,396,150.0
6075,17 Jan 155.00 (AAPL1720A155),0.02,0.03,17,396,155.0
6077,17 Jan 155.00 (AAPL1720A155-4),0.02,0.04,15,396,155.0
6087,17 Jan 155.00 (AAPL1720A155-S),0.02,0.03,2,396,155.0
6090,17 Jan 160.00 (AAPL1720A160),0.02,0.03,120,396,160.0
6095,17 Jan 160.00 (AAPL1720A160-B),0.01,0.04,20,396,160.0
6097,17 Jan 160.00 (AAPL1720A160-I),0.02,0.03,34,396,160.0
6100,17 Jan 160.00 (AAPL1720A160-O),0.02,0.03,66,396,160.0
6135,17 Jan 175.00 (AAPL1720A175),0.01,0.02,9,396,175.0
6142,17 Jan 175.00 (AAPL1720A175-I),0.01,0.02,3,396,175.0
6147,17 Jan 175.00 (AAPL1720A175-S),0.0,1.40,6,396,175.0
6285,17 Feb 10.00 (AAPL1717B10),99.35,100.35,7,422,10.0
6296,17 Feb 10.00 (AAPL1717B10-P),97.90,101.45,7,422,10.0
6510,17 Feb 70.00 (AAPL1717B70),39.90,40.55,60,422,70.0
6513,17 Feb 70.00 (AAPL1717B70-8),39.90,40.55,30,422,70.0
6516,17 Feb 70.00 (AAPL1717B70-E),39.90,40.55,30,422,70.0
6570,17 Feb 90.00 (AAPL1717B90),20.65,20.90,3,422,90.0
6572,17 Feb 90.00 (AAPL1717B90-4),20.65,20.90,3,422,90.0
6585,17 Feb 95.00 (AAPL1717B95),16.20,16.40,11,422,95.0
6590,17 Feb 95.00 (AAPL1717B95-B),16.20,16.40,10,422,95.0
6596,17 Feb 95.00 (AAPL1717B95-P),16.20,16.40,1,422,95.0
6600,17 Feb 97.50 (AAPL1717B97.5),14.10,14.25,2,422,97.5
6611,17 Feb 97.50 (AAPL1717B97.5-P),14.10,14.25,1,422,97.5
6614,17 Feb 97.50 (AAPL1717B97.5-Y),14.10,14.25,1,422,97.5
6615,17 Feb 100.00 (AAPL1717B100),12.10,12.25,16,422,100.0
6617,17 Feb 100.00 (AAPL1717B100-4),12.10,12.25,3,422,100.0
6618,17 Feb 100.00 (AAPL1717B100-8),12.05,12.25,3,422,100.0
6621,17 Feb 100.00 (AAPL1717B100-E),12.10,12.25,8,422,100.0
6626,17 Feb 100.00 (AAPL1717B100-P),12.05,12.25,2,422,100.0
6630,17 Feb 105.00 (AAPL1717B105),8.50,8.60,69,422,105.0
6633,17 Feb 105.00 (AAPL1717B105-8),8.40,8.60,2,422,105.0
6634,17 Feb 105.00 (AAPL1717B105-A),8.45,8.60,1,422,105.0
6636,17 Feb 105.00 (AAPL1717B105-E),8.45,8.60,1,422,105.0
6637,17 Feb 105.00 (AAPL1717B105-I),8.50,8.60,31,422,105.0
6640,17 Feb 105.00 (AAPL1717B105-O),8.50,8.60,7,422,105.0
6641,17 Feb 105.00 (AAPL1717B105-P),8.45,8.60,26,422,105.0
6644,17 Feb 105.00 (AAPL1717B105-Y),8.35,8.60,1,422,105.0
6645,17 Feb 110.00 (AAPL1717B110),5.50,5.65,551,422,110.0
6647,17 Feb 110.00 (AAPL1717B110-4),5.50,5.65,79,422,110.0
6648,17 Feb 110.00 (AAPL1717B110-8),5.50,5.65,8,422,110.0
6649,17 Feb 110.00 (AAPL1717B110-A),5.50,5.65,35,422,110.0
6650,17 Feb 110.00 (AAPL1717B110-B),5.50,5.65,29,422,110.0
6651,17 Feb 110.00 (AAPL1717B110-E),5.50,5.65,124,422,110.0
6652,17 Feb 110.00 (AAPL1717B110-I),5.50,5.65,153,422,110.0
6653,17 Feb 110.00 (AAPL1717B110-J),5.50,5.65,20,422,110.0
6655,17 Feb 110.00 (AAPL1717B110-O),5.50,5.65,38,422,110.0
6656,17 Feb 110.00 (AAPL1717B110-P),5.50,5.65,7,422,110.0
6658,17 Feb 110.00 (AAPL1717B110-X),5.50,5.65,58,422,110.0
6660,17 Feb 115.00 (AAPL1717B115),3.30,3.40,1379,422,115.0
6661,17 Feb 115.00 (AAPL1717B115-3),3.30,3.40,1,422,115.0
6662,17 Feb 115.00 (AAPL1717B115-4),3.30,3.40,349,422,115.0
6663,17 Feb 115.00 (AAPL1717B115-8),3.30,3.40,60,422,115.0
6664,17 Feb 115.00 (AAPL1717B115-A),3.30,3.40,2,422,115.0
6665,17 Feb 115.00 (AAPL1717B115-B),3.30,3.40,3,422,115.0
6666,17 Feb 115.00 (AAPL1717B115-E),3.30,3.40,95,422,115.0
6667,17 Feb 115.00 (AAPL1717B115-I),3.30,3.40,128,422,115.0
6670,17 Feb 115.00 (AAPL1717B115-O),3.30,3.40,8,422,115.0
6671,17 Feb 115.00 (AAPL1717B115-P),3.30,3.40,552,422,115.0
6672,17 Feb 115.00 (AAPL1717B115-S),3.30,3.40,5,422,115.0
6673,17 Feb 115.00 (AAPL1717B115-X),3.30,3.40,153,422,115.0
6674,17 Feb 115.00 (AAPL1717B115-Y),3.30,3.40,23,422,115.0
6675,17 Feb 120.00 (AAPL1717B120),1.85,1.86,533,422,120.0
6676,17 Feb 120.00 (AAPL1717B120-3),1.84,1.94,2,422,120.0
6677,17 Feb 120.00 (AAPL1717B120-4),1.84,1.91,155,422,120.0
6678,17 Feb 120.00 (AAPL1717B120-8),1.85,1.91,10,422,120.0
6679,17 Feb 120.00 (AAPL1717B120-A),1.83,1.90,12,422,120.0
6680,17 Feb 120.00 (AAPL1717B120-B),1.83,1.91,16,422,120.0
6681,17 Feb 120.00 (AAPL1717B120-E),1.84,1.91,128,422,120.0
6682,17 Feb 120.00 (AAPL1717B120-I),1.85,1.86,34,422,120.0
6685,17 Feb 120.00 (AAPL1717B120-O),1.85,1.89,60,422,120.0
6686,17 Feb 120.00 (AAPL1717B120-P),1.85,1.92,64,422,120.0
6688,17 Feb 120.00 (AAPL1717B120-X),1.84,1.90,45,422,120.0
6689,17 Feb 120.00 (AAPL1717B120-Y),1.85,1.93,7,422,120.0
6690,17 Feb 125.00 (AAPL1717B125),0.97,0.99,254,422,125.0
6691,17 Feb 125.00 (AAPL1717B125-3),0.97,0.99,1,422,125.0
6693,17 Feb 125.00 (AAPL1717B125-8),0.93,1.12,25,422,125.0
6694,17 Feb 125.00 (AAPL1717B125-A),0.96,1.00,5,422,125.0
6695,17 Feb 125.00 (AAPL1717B125-B),0.94,1.00,23,422,125.0
6696,17 Feb 125.00 (AAPL1717B125-E),0.96,0.99,8,422,125.0
6697,17 Feb 125.00 (AAPL1717B125-I),0.97,0.99,176,422,125.0
6703,17 Feb 125.00 (AAPL1717B125-X),0.96,1.00,14,422,125.0
6704,17 Feb 125.00 (AAPL1717B125-Y),0.97,1.06,2,422,125.0
6705,17 Feb 130.00 (AAPL1717B130),0.51,0.53,137,422,130.0
6707,17 Feb 130.00 (AAPL1717B130-4),0.49,0.53,8,422,130.0
6711,17 Feb 130.00 (AAPL1717B130-E),0.49,0.53,53,422,130.0
6712,17 Feb 130.00 (AAPL1717B130-I),0.51,0.53,60,422,130.0
6715,17 Feb 130.00 (AAPL1717B130-O),0.48,0.57,10,422,130.0
6716,17 Feb 130.00 (AAPL1717B130-P),0.51,0.53,4,422,130.0
6718,17 Feb 130.00 (AAPL1717B130-X),0.48,0.53,2,422,130.0
6720,17 Feb 135.00 (AAPL1717B135),0.27,0.29,28,422,135.0
6726,17 Feb 135.00 (AAPL1717B135-E),0.27,0.29,8,422,135.0
6733,17 Feb 135.00 (AAPL1717B135-X),0.26,0.29,20,422,135.0
6735,17 Feb 140.00 (AAPL1717B140),0.15,0.16,356,422,140.0
6737,17 Feb 140.00 (AAPL1717B140-4),0.15,0.17,35,422,140.0
6739,17 Feb 140.00 (AAPL1717B140-A),0.15,0.17,3,422,140.0
6741,17 Feb 140.00 (AAPL1717B140-E),0.15,0.17,249,422,140.0
6742,17 Feb 140.00 (AAPL1717B140-I),0.15,0.16,5,422,140.0
6747,17 Feb 140.00 (AAPL1717B140-S),0.15,0.19,25,422,140.0
6748,17 Feb 140.00 (AAPL1717B140-X),0.15,0.17,6,422,140.0
6749,17 Feb 140.00 (AAPL1717B140-Y),0.15,0.16,33,422,140.0
6750,17 Feb 145.00 (AAPL1717B145),0.09,0.10,10,422,145.0
6752,17 Feb 145.00 (AAPL1717B145-4),0.09,0.11,10,422,145.0
7200,17 Mar 90.00 (AAPL1717C90),20.85,21.10,1,455,90.0
7205,17 Mar 90.00 (AAPL1717C90-B),20.85,21.10,1,455,90.0
7215,17 Mar 92.50 (AAPL1717C92.5),18.60,19.10,7,455,92.5
7218,17 Mar 92.50 (AAPL1717C92.5-8),18.60,19.10,7,455,92.5
7230,17 Mar 95.00 (AAPL1717C95),16.50,16.70,25,455,95.0
7233,17 Mar 95.00 (AAPL1717C95-8),16.50,16.70,9,455,95.0
7234,17 Mar 95.00 (AAPL1717C95-A),16.50,16.70,11,455,95.0
7236,17 Mar 95.00 (AAPL1717C95-E),16.50,16.70,5,455,95.0
7245,17 Mar 97.50 (AAPL1717C97.5),14.45,14.75,9,455,97.5
7248,17 Mar 97.50 (AAPL1717C97.5-8),14.45,14.75,9,455,97.5
7260,17 Mar 100.00 (AAPL1717C100),12.50,12.65,10,455,100.0
7262,17 Mar 100.00 (AAPL1717C100-4),12.50,12.65,1,455,100.0
7263,17 Mar 100.00 (AAPL1717C100-8),12.50,12.65,1,455,100.0
7266,17 Mar 100.00 (AAPL1717C100-E),12.50,12.65,2,455,100.0
7267,17 Mar 100.00 (AAPL1717C100-I),12.50,12.65,5,455,100.0
7272,17 Mar 100.00 (AAPL1717C100-S),12.50,12.65,1,455,100.0
7275,17 Mar 105.00 (AAPL1717C105),9.00,9.15,23,455,105.0
7277,17 Mar 105.00 (AAPL1717C105-4),9.00,9.15,1,455,105.0
7281,17 Mar 105.00 (AAPL1717C105-E),9.00,9.15,4,455,105.0
7282,17 Mar 105.00 (AAPL1717C105-I),9.00,9.15,5,455,105.0
7285,17 Mar 105.00 (AAPL1717C105-O),9.00,9.15,8,455,105.0
7286,17 Mar 105.00 (AAPL1717C105-P),8.95,9.15,5,455,105.0
7290,17 Mar 110.00 (AAPL1717C110),6.10,6.25,358,455,110.0
7292,17 Mar 110.00 (AAPL1717C110-4),6.10,6.25,5,455,110.0
7293,17 Mar 110.00 (AAPL1717C110-8),6.10,6.25,1,455,110.0
7294,17 Mar 110.00 (AAPL1717C110-A),6.10,6.25,2,455,110.0
7296,17 Mar 110.00 (AAPL1717C110-E),6.10,6.25,83,455,110.0
7297,17 Mar 110.00 (AAPL1717C110-I),6.10,6.25,105,455,110.0
7298,17 Mar 110.00 (AAPL1717C110-J),6.10,6.25,4,455,110.0
7301,17 Mar 110.00 (AAPL1717C110-P),6.10,6.25,56,455,110.0
